Almenum,10001
Zuidlaren,10002
Tynaarlo,10002
Zeddam,10003
Zijpe,10004
Opsterland,10005
Ureterp,10005
Baardwijk,10006
Vaals,10007
Nieuweschans,10008
Oostvoorne,10009
Westvoorne,10009
"Eethen, Genderen en Heesbeen",10010
Eethen,10010
"Heesbeen, Eethen en Genderen",10010
Luyksgestel,10011
Zeewolde,10012
Ackersdijk en Vrouwenregt,10013
Nieuwerkerke,10014
Veen,10015
Portengen,10016
Teylingen,10017
Voorhout,10017
Almere,10018
Openbaar Lichaam Zuidelijke Ijsselmeerpolders,10018
Monster,10019
Rimburg,10020
Zuidhorn,10021
Skarsterlân,10022
Haskerland,10022
Joure,10022
Scharsterland,10022
Cuijk en Sint Agatha,10023
Cuijk,10023
Lithoijen,10024
Niftrik,10025
Hoogmade,10026
Tiel,10027
Valkenburg,10028
Koudekerk aan den Rijn,10029
Brouwershaven,10030
Pijnacker-Nootdorp,10031
Pijnacker,10031
Veenwouden,10032
Montfoort,10033
Terborg,10034
Tienhoven,10035
Gaasterland,10036
Gaasterlân-Sleat,10036
Balk,10036
Gameren,10037
Hoek,10038
Burum,10039
Zonnemaire,10040
Haarlemmerliede,10041
West Maas en Waal,10042
Wamel,10042
Borssele,10043
Borsele,10043
Haren en Macharen,10044
Sevenum,10045
Zevenbergen,10046
Moerdijk,10046
Soerendonk en Sterksel,10047
"Soerendonk, Sterksel en Gastel",10047
Geleen,10048
Huisseling en Neerloon,10049
Nederlek,10050
Lekkerkerk,10050
Rhijnauwen,10051
's-Gravendeel,10052
Cromvoirt,10053
's-Hertogenbosch,10054
Noordwelle,10055
Besoijen,10056
Deil,10057
Leiderdorp,10058
Zuilen,10059
Baarle-Nassau,10060
Dorth,10061
Amstenrade,10062
Spanbroek,10063
Schoonebeek,10064
Hoeven,10065
Vierlingsbeek,10066
Heerewaarden,10067
Heerewaarden,10067
Druten,10068
Doornspijk,10069
Duist,10070
Veldhoven en Meerveldhoven,10071
Veldhoven,10071
Millingen,10072
Millingen aan de Rijn,10072
Nieuwe Niedorp,10073
Biesland,10074
Noord-Scharwoude,10075
Goor,10076
Hof van Twente,10076
Reimerswaal,10077
Kruiningen,10077
Werkendam,10078
Arkel,10079
Sappemeer,10080
Zuid-Waddinxveen,10081
Waddinxveen,10081
Waddinxveen,10081
Waarde,10082
Boxtel,10083
Dieren,10084
Gorssel,10085
Doniawerstal,10086
Langweer,10086
Stellendam,10087
Nieuwenhagen,10088
Hof van Delft,10089
Vliet,10090
Nibbixwoud,10091
Nieuw-Beijerland,10092
Zwolle,10093
Nistelrode,10094
Ouderkerk,10095
Ouderkerk aan den IJssel,10095
Zeelst,10096
Ottoland,10097
Laren,10098
Putte,10099
Stoppeldijk,10100
Vogelwaarde,10100
Geertruidenberg,10101
Ellemeet,10102
Oisterwijk,10103
Nuth,10104
Wanneperveen,10105
Sint Laurens,10106
Etten,10107
Stormpolder,10108
Rengerskerke en Zuidland,10109
Oploo,10110
"Drongelen, Haagoort, Gansoijen en Doeveren",10111
Drongelen,10111
Sint Maartensregt,10112
Sint Anthoniepolder,10113
Oudenrijn,10114
Hasselt,10115
De Werken en Sleeuwijk,10116
's-Heer Hendrikskinderen,10117
Nuland,10118
Oerle,10119
Moordrecht,10120
Colijnsplaat,10121
Middelburg,10122
Goidschalxoord,10123
Albrandswaard,10124
Albrandswaard,10124
Neerijnen,10125
Haaften,10125
Nieuwolda,10126
Wessem,10127
Sint Annaparochie,10128
Het Bildt,10128
Westdongeradeel,10129
Ternaard,10129
Schipluiden,10130
Midden-Delfland,10130
Wijlre,10131
Schinnen,10132
Oterleek,10133
Oud-Vossemeer,10134
Poederoijen,10135
Ezinge,10136
Sint Pieter,10137
Herten,10138
Berkel en Rodenrijs,10139
Akkrum,10140
Utingeradeel,10140
Achthoven,10141
Lemmer,10142
Lemsterland,10142
Lent,10143
Noordoostpolder,10144
Noordoostelijke Polder,10144
Westbroek,10145
Ubach over Worms,10146
Hoofdplaat,10147
Sloten,10148
Bernheze,10149
Heesch,10149
Kleine Lindt,10150
Ammerzoden,10151
IJsselstein,10152
Didam,10153
Breda,10154
Kloetinge,10155
Barradeel,10156
Sexbierum,10156
Tjalleberd,10157
Aengwirden,10157
Anjum,10158
Scharwoude,10159
Zuid-Scharwoude,10159
Nigtevecht,10160
Elten,10161
Reusel-De Mierden,10162
Reusel,10162
Hoog en Woud Harnasch,10163
Wassenaar,10164
Grave,10165
Molenaarsgraaf,10166
Hardinxveld-Giessendam,10167
Hardinxveld,10167
De Bilt,10168
Brandwijk,10169
Velp,10170
Maarssenbroek,10171
Stratum,10172
Laarbeek,10173
Beek en Donk,10173
Hardenberg,10174
Ambt Hardenberg,10174
Hardenberg,10174
Tempel,10175
Grubbenvorst,10176
Nieuwendam,10177
Domburg-Buiten,10178
Piershil,10179
Ulrum,10180
De Marne,10180
Hensbroek,10181
Maastricht,10182
Harmelen,10183
Elkerzee,10184
Zegwaart,10185
Havelte,10186
Westerveld,10186
Naarden,10187
Oudewater,10188
Schoondijke,10189
Ittervoort,10190
Maarssen,10191
Spaarndam,10192
Giessen,10193
Wilsum,10194
Beesel,10195
Melick en Herkenbosch,10196
Roerdalen,10196
Lisse,10197
Dongeradeel,10198
Dokkum,10198
Achtkarspelen,10199
Buitenpost,10199
Groet,10200
Wadenoijen,10201
Velden,10202
Arcen en Velden,10202
Someren,10203
Warmond,10204
Helden,10205
Fijnaart en Heijningen,10206
Capelle en Botland,10207
Loenersloot,10208
Deursen en Dennenburg,10209
Dronten,10210
Vlieland,10211
Finsterwolde,10212
Doorn,10213
Schoonrewoerd,10214
Mierlo,10215
"Meeuwen, Hill en Babyloniënbroek",10216
Meeuwen,10216
Hekendorp,10217
Zwaag,10218
Cranendonck,10219
Budel,10219
"Oost-, West- en Middelbeers",10220
Warmenhuizen,10221
Binnenmaas,10222
Puttershoek,10222
Berkenrode,10223
Grafhorst,10224
Oirschot,10225
Blija,10226
Hillegersberg,10227
Aalst,10228
Zuid-Polsbroek,10229
Houten,10230
Lede- en Oudewaard,10231
Brielle,10232
Breskens,10233
Loenen,10234
Sint Kruis,10235
Domburg-Binnen,10236
Domburg,10236
Texel,10237
Waardenburg,10238
Wieringermeer,10239
Openbaar Lichaam De Wieringermeer,10239
Staveren,10240
Stavoren,10240
De Lier,10241
Lichtenvoorde,10242
Wissenkerke,10243
Grijpskerk,10244
Dinkelland,10245
Denekamp,10245
Uithuizermeeden,10246
Eemsmond,10246
Hefshuizen,10246
Wedde,10247
Eemnes,10248
Harkstede,10249
Kortgene,10250
Noord-Beveland,10250
